"Number pokemon 1","Attack pokemon 1","Defense pokemon 1","Generation pokemon 1","HP pokemon 1","Legendary pokemon 1","Name pokemon 1","Sp. Atk pokemon 1","Sp. Def pokemon 1","Speed pokemon 1","Type 1 pokemon 1","Type 2 pokemon 1","Number pokemon 2","Winning pokemon"
696,85,70,5,72,False,Zweilous,65,70,58,Dark,Dragon,313,313
270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,440,270
262,10,10,2,255,False,Blissey,75,135,55,Normal,,381,381
549,100,100,4,100,False,Manaphy,100,100,100,Water,,722,549
583,100,63,5,75,False,Zebstrika,80,63,116,Electric,,172,583
398,120,80,3,80,False,"Mega Glalie",120,80,100,Ice,,532,532
498,110,70,4,70,False,Lucario,115,70,90,Fighting,Steel,34,498
510,62,50,4,60,False,Snover,62,60,40,Grass,Ice,743,743
379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,410,410
405,90,130,3,100,False,Relicanth,45,65,55,Water,Rock,230,230
318,51,23,3,64,False,Whismur,51,23,28,Normal,,150,150
403,104,105,3,55,False,Huntail,94,75,52,Water,,678,403
781,66,70,6,49,False,"Pumpkaboo Average Size",44,55,51,Ghost,Grass,469,469
385,90,70,3,60,False,Kecleon,60,120,40,Normal,,323,385
440,66,68,4,64,False,Prinplup,81,76,50,Water,,206,206
193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,728,193
720,78,95,6,61,False,Quilladin,56,58,57,Grass,,305,720
357,25,35,3,60,False,Spoink,70,80,60,Psychic,,774,357
305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,337,337
250,95,95,2,75,False,Kingdra,95,95,85,Water,Dragon,50,250
488,25,45,4,20,False,"Mime Jr.",70,90,60,Psychic,Fairy,630,630
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,286,286
463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,97,97
388,165,75,3,64,False,"Mega Banette",93,83,75,Ghost,,3,3
131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,653,653
212,65,60,2,65,False,Espeon,130,95,110,Psychic,,214,214
341,50,40,3,60,False,Plusle,85,75,95,Electric,,520,341
745,80,60,6,75,False,Furfrou,65,90,102,Normal,,475,745
722,45,40,6,40,False,Fennekin,62,60,60,Fire,,776,776
446,85,60,4,79,False,Bibarel,55,60,71,Normal,Water,125,125
393,130,60,3,65,False,Absol,75,60,75,Dark,,465,465
230,150,140,2,70,False,"Mega Scizor",65,100,75,Bug,Steel,212,212
663,100,115,5,60,False,Klinklang,70,85,90,Steel,,660,663
603,103,80,5,75,False,Leavanny,70,80,92,Bug,Grass,81,603
125,125,100,1,105,False,"Mega Kangaskhan",60,100,100,Normal,,597,125
478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,356,478
657,47,50,5,50,False,Joltik,57,50,65,Bug,Electric,188,657
268,134,110,2,100,False,Tyranitar,95,100,61,Rock,Dark,418,268
478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,775,478
69,20,15,1,25,False,Abra,105,55,90,Psychic,,96,96
598,95,75,5,105,False,Seismitoad,85,75,74,Water,Ground,660,598
591,60,86,5,103,False,Audino,60,86,50,Normal,,754,591
536,65,107,4,50,False,"Fan Rotom",105,107,86,Electric,Flying,571,536
123,55,115,1,65,False,Tangela,100,40,60,Grass,,506,123
82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,358,358
293,50,70,3,60,False,Dustox,50,90,65,Bug,Poison,49,293
60,52,48,1,50,False,Psyduck,65,50,55,Water,,638,638
673,117,70,5,66,False,Fraxure,40,50,67,Dragon,,484,484
308,30,32,3,40,False,Surskit,50,52,65,Bug,Water,499,499
122,5,5,1,250,False,Chansey,35,105,50,Normal,,418,418
513,120,65,4,70,False,Weavile,45,85,125,Dark,Ice,364,513
39,72,57,1,61,False,Nidorino,55,55,65,Poison,,645,39
424,150,140,3,100,True,Groudon,100,90,90,Ground,,487,424
128,67,60,1,45,False,Goldeen,35,50,63,Water,,14,128
209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,389,209
285,55,35,3,35,False,Poochyena,30,30,35,Dark,,483,483
486,89,116,4,67,False,Bronzong,79,116,33,Steel,Psychic,159,159
515,85,95,4,110,False,Lickilicky,80,95,50,Normal,,535,535
412,75,100,3,60,False,Metang,55,80,50,Steel,Psychic,776,776
514,70,115,4,70,False,Magnezone,130,90,60,Electric,Steel,389,514
554,100,100,5,100,True,Victini,100,100,100,Psychic,Fire,305,554
131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,614,614
544,160,110,4,110,True,Regigigas,80,110,100,Normal,,774,544
452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,482,452
451,120,79,4,80,False,Luxray,95,79,70,Electric,,334,451
538,75,130,4,75,True,Uxie,75,130,95,Psychic,,101,101
374,80,65,3,43,False,Corphish,50,35,35,Water,,635,635
520,50,95,4,85,False,Togekiss,120,115,80,Fairy,Flying,446,520
558,63,45,5,65,False,Tepig,45,45,45,Fire,,53,558
245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,677,677
356,85,140,3,70,False,Torkoal,85,70,20,Fire,,42,42
321,60,30,3,72,False,Makuhita,20,30,25,Fighting,,217,217
167,49,65,2,45,False,Chikorita,49,65,45,Grass,,710,710
449,65,34,4,45,False,Shinx,40,34,45,Electric,,380,380
680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,64,64
323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,102,102
780,110,76,6,85,False,Trevenant,65,82,56,Ghost,Grass,141,141
515,85,95,4,110,False,Lickilicky,80,95,50,Normal,,748,748
340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,43,340
58,45,35,1,40,False,Meowth,40,40,90,Normal,,518,518
592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,775,592
251,60,60,2,90,False,Phanpy,40,40,40,Ground,,604,604
367,110,110,3,75,False,"Mega Altaria",110,105,80,Dragon,Fairy,226,226
732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,415,415
281,70,50,3,50,False,Mudkip,50,50,40,Water,,506,506
590,135,60,5,110,False,Excadrill,50,65,88,Ground,Steel,287,590
500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,487,500
369,100,60,3,73,False,Seviper,100,60,65,Poison,,42,369
274,65,45,3,50,False,Grovyle,85,65,95,Grass,,323,274
175,105,100,2,85,False,Feraligatr,79,83,78,Water,,471,175
288,70,61,3,78,False,Linoone,50,61,100,Normal,,209,288
51,80,85,1,75,False,Vileplume,110,90,50,Grass,Poison,391,391
563,100,85,5,95,False,Samurott,108,70,70,Water,,668,563
247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,632,632
30,85,69,1,60,False,Arbok,65,79,80,Poison,,42,30
523,60,110,4,65,False,Glaceon,130,95,65,Ice,,416,523
344,47,55,3,65,False,Illumise,73,75,85,Bug,,117,344
340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,5,340
657,47,50,5,50,False,Joltik,57,50,65,Bug,Electric,243,657
506,100,72,4,74,False,Carnivine,90,72,46,Grass,,8,8
142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,486,142
133,110,80,1,70,False,Scyther,55,80,105,Bug,Flying,512,133
273,45,35,3,40,False,Treecko,65,55,70,Grass,,797,797
245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,161,161
757,54,53,6,53,False,Inkay,37,46,45,Dark,Psychic,5,5
88,75,180,1,95,False,"Mega Slowbro",130,80,30,Water,Psychic,133,133
439,51,53,4,53,False,Piplup,61,56,40,Water,,679,679
523,60,110,4,65,False,Glaceon,130,95,65,Ice,,620,523
561,55,45,5,55,False,Oshawott,63,45,45,Water,,619,619
320,91,63,3,104,False,Exploud,91,73,68,Normal,,49,320
494,130,95,4,108,False,Garchomp,80,85,102,Dragon,Ground,705,705
552,103,75,4,100,True,"Shaymin Sky Forme",120,75,127,Grass,Flying,560,552
737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,435,737
505,106,65,4,83,False,Toxicroak,86,65,85,Poison,Fighting,132,132
680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,652,680
492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,20,20
407,75,60,3,45,False,Bagon,40,30,50,Dragon,,216,216
225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,540,540
172,84,78,2,78,False,Typhlosion,109,85,100,Fire,,269,172
707,120,100,5,100,True,Reshiram,150,120,90,Dragon,Fire,708,708
651,135,105,5,70,False,Escavalier,60,105,20,Bug,Steel,73,73
553,120,120,4,120,True,Arceus,120,120,120,Normal,,122,553
114,80,110,1,60,False,Marowak,50,80,45,Ground,,561,561
302,30,30,3,40,False,Wingull,55,30,85,Water,Flying,129,302
334,140,230,3,70,False,"Mega Aggron",60,80,50,Steel,,214,214
324,45,135,3,30,False,Nosepass,45,90,30,Rock,,69,324
727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,407,727
453,70,65,4,60,False,Roserade,125,105,90,Grass,Poison,346,453
174,80,80,2,65,False,Croconaw,59,63,58,Water,,64,64
764,73,88,6,71,False,Clawitzer,120,89,59,Water,,14,764
112,95,85,1,95,False,Exeggutor,125,65,55,Grass,Psychic,526,526
437,78,52,4,64,False,Monferno,78,52,81,Fire,Fighting,314,314
653,85,70,5,114,False,Amoonguss,85,80,30,Grass,Poison,680,680
737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,580,737
342,40,50,3,60,False,Minun,75,85,95,Electric,,506,506
521,76,86,4,86,False,Yanmega,116,56,95,Bug,Flying,734,521
485,24,86,4,57,False,Bronzor,24,86,23,Steel,Psychic,541,541
680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,207,680
799,160,60,6,80,True,"Hoopa Unbound",170,130,80,Psychic,Dark,294,799
743,82,62,6,67,False,Pancham,46,48,43,Fighting,,586,743
798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,341,341
557,75,95,5,75,False,Serperior,75,95,113,Grass,,15,557
714,72,90,5,91,False,"Keldeo Ordinary Forme",129,90,108,Water,Fighting,241,714
421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,635,635
513,120,65,4,70,False,Weavile,45,85,125,Dark,Ice,342,513
604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,370,370
375,120,85,3,63,False,Crawdaunt,90,55,55,Water,Dark,61,61
42,70,73,1,95,False,Clefable,95,90,60,Fairy,,380,380
215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,552,552
87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,317,317
55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,405,55
459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,218,459
475,66,44,4,55,False,Buneary,44,56,85,Normal,,125,125
335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,213,213
725,56,40,6,41,False,Froakie,62,44,71,Water,,411,725
502,50,90,4,40,False,Skorupi,30,55,65,Poison,Bug,121,121
116,105,79,1,50,False,Hitmonchan,35,110,76,Fighting,,351,116
96,80,50,1,80,False,Grimer,40,50,25,Poison,,170,170
253,80,90,2,85,False,Porygon2,105,95,60,Normal,,447,253
188,25,28,2,50,False,Cleffa,45,55,15,Fairy,,88,88
297,40,50,3,40,False,Seedot,30,30,30,Grass,,247,247
526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,594,526
573,53,48,5,50,False,Pansear,53,48,64,Fire,,561,573
482,30,50,4,45,False,Chingling,65,50,45,Psychic,,38,38
52,70,55,1,35,False,Paras,45,55,25,Bug,Grass,62,62
649,75,60,5,55,False,Emolga,75,60,103,Electric,Flying,203,649
562,75,60,5,75,False,Dewott,83,60,60,Water,,594,562
722,45,40,6,40,False,Fennekin,62,60,60,Fire,,67,67
69,20,15,1,25,False,Abra,105,55,90,Psychic,,525,69
342,40,50,3,60,False,Minun,75,85,95,Electric,,7,7
69,20,15,1,25,False,Abra,105,55,90,Psychic,,296,69
76,75,35,1,50,False,Bellsprout,70,30,40,Grass,Poison,480,480
423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,631,423
10,48,65,1,44,False,Squirtle,50,64,43,Water,,682,682
207,30,30,2,30,False,Sunkern,30,30,30,Grass,,97,97
205,55,70,2,75,False,Jumpluff,55,95,110,Grass,Flying,347,205
639,30,40,5,45,False,Solosis,105,50,20,Psychic,,395,395
316,90,45,3,61,False,Ninjask,50,50,160,Bug,Flying,387,316
268,134,110,2,100,False,Tyranitar,95,100,61,Rock,Dark,549,549
518,123,67,4,75,False,Electivire,95,85,95,Electric,,683,518
34,100,110,1,75,False,Sandslash,45,55,65,Ground,,708,708
468,35,45,4,45,False,Cherubi,62,53,35,Grass,,442,442
171,64,58,2,58,False,Quilava,80,65,80,Fire,,127,127
674,147,90,5,76,False,Haxorus,60,70,97,Dragon,,7,7
62,80,35,1,40,False,Mankey,35,45,70,Fighting,,387,387
402,64,85,3,35,False,Clamperl,74,55,32,Water,,94,94
712,170,100,5,125,True,"Kyurem Black Kyurem",120,90,95,Dragon,Ice,466,712
259,63,37,2,45,False,Elekid,65,55,95,Electric,,318,259
357,25,35,3,60,False,Spoink,70,80,60,Psychic,,416,357
407,75,60,3,45,False,Bagon,40,30,50,Dragon,,785,785
71,50,45,1,55,False,Alakazam,135,95,120,Psychic,,208,208
267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,257,257
84,85,55,1,50,False,Ponyta,65,65,90,Fire,,733,84
414,145,150,3,80,False,"Mega Metagross",105,110,110,Steel,Psychic,715,414
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,599,200
677,50,30,5,70,False,Cryogonal,95,135,105,Ice,,791,677
60,52,48,1,50,False,Psyduck,65,50,55,Water,,430,430
87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,318,87
662,80,95,5,60,False,Klang,70,85,50,Steel,,783,662
397,80,80,3,80,False,Glalie,80,80,80,Ice,,490,490
100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,19,100
6,64,58,1,58,False,Charmeleon,80,65,80,Fire,,97,6
576,98,63,5,75,False,Simipour,98,63,101,Water,,215,576
397,80,80,3,80,False,Glalie,80,80,80,Ice,,792,792
312,60,60,3,60,False,Slakoth,35,35,30,Normal,,227,227
266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,14,14
32,90,55,1,60,False,Raichu,90,80,110,Electric,,532,532
88,75,180,1,95,False,"Mega Slowbro",130,80,30,Water,Psychic,423,423
189,30,15,2,90,False,Igglybuff,40,20,15,Normal,Fairy,60,60
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,597,540
642,44,50,5,62,False,Ducklett,44,50,55,Water,Flying,366,366
222,70,70,2,100,False,Dunsparce,65,65,45,Normal,,410,410
731,73,55,6,62,False,Fletchinder,56,52,84,Fire,Flying,440,731
721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,53,721
639,30,40,5,45,False,Solosis,105,50,20,Psychic,,63,63
439,51,53,4,53,False,Piplup,61,56,40,Water,,351,351
423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,171,423
362,100,80,3,80,False,Flygon,80,80,100,Ground,Dragon,338,362
632,65,40,5,40,False,Zorua,80,40,65,Dark,,327,327
732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,546,732
746,48,54,6,62,False,Espurr,63,60,68,Psychic,,668,746
663,100,115,5,60,False,Klinklang,70,85,90,Steel,,254,663
61,82,78,1,80,False,Golduck,95,80,85,Water,,210,61
534,65,107,4,50,False,"Wash Rotom",105,107,86,Electric,Water,476,476
138,155,120,1,65,False,"Mega Pinsir",65,90,105,Bug,Flying,769,138
271,130,90,2,106,True,Ho-oh,110,154,90,Fire,Flying,458,271
15,20,55,1,50,False,Metapod,25,25,30,Bug,,769,769
21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,741,21
645,65,65,5,51,False,Vanillish,80,75,59,Ice,,388,388
742,100,62,6,123,False,Gogoat,97,81,68,Grass,,631,631
272,100,100,2,100,False,Celebi,100,100,100,Psychic,Grass,603,272
528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,173,528
599,100,85,5,120,False,Throh,30,85,45,Fighting,,125,125
289,45,35,3,45,False,Wurmple,20,30,20,Bug,,55,55
375,120,85,3,63,False,Crawdaunt,90,55,55,Water,Dark,597,597
747,48,76,6,74,False,"Meowstic Male",83,81,104,Psychic,,695,695
126,40,70,1,30,False,Horsea,70,25,60,Water,,544,544
542,120,100,4,90,True,Palkia,150,120,100,Water,Dragon,742,542
683,120,90,5,77,False,Druddigon,60,90,48,Dragon,,124,124
97,105,75,1,105,False,Muk,65,100,50,Poison,,615,615
380,95,50,3,45,False,Anorith,40,50,75,Rock,Bug,308,380
535,65,107,4,50,False,"Frost Rotom",105,107,86,Electric,Ice,736,535
278,85,60,3,60,False,Combusken,85,60,55,Fire,Fighting,787,787
567,80,65,5,65,False,Herdier,35,65,60,Normal,,334,567
523,60,110,4,65,False,Glaceon,130,95,65,Ice,,620,523
42,70,73,1,95,False,Clefable,95,90,60,Fairy,,554,554
718,120,95,5,71,False,Genesect,120,95,99,Bug,Steel,187,718
743,82,62,6,67,False,Pancham,46,48,43,Fighting,,689,689
755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,647,647
790,117,184,6,95,False,Avalugg,44,46,28,Ice,,670,790
358,45,65,3,80,False,Grumpig,90,110,80,Psychic,,511,358
47,45,35,1,40,False,Zubat,30,40,55,Poison,Flying,409,409
17,35,30,1,40,False,Weedle,20,20,50,Bug,Poison,3,3
414,145,150,3,80,False,"Mega Metagross",105,110,110,Steel,Psychic,26,414
305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,634,634
596,50,40,5,50,False,Tympole,50,40,64,Water,,704,704
19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,639,19
125,125,100,1,105,False,"Mega Kangaskhan",60,100,100,Normal,,393,125
409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,580,409
283,110,90,3,100,False,Swampert,85,90,60,Water,Ground,181,181
235,80,50,2,60,False,Teddiursa,50,50,40,Normal,,370,370
466,65,35,4,55,False,Buizel,60,30,85,Water,,115,115
17,35,30,1,40,False,Weedle,20,20,50,Bug,Poison,609,17
776,75,53,6,68,False,Sliggoo,83,113,60,Dragon,,762,776
226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,130,226
577,25,45,5,76,False,Munna,67,55,24,Psychic,,670,670
253,80,90,2,85,False,Porygon2,105,95,60,Normal,,190,253
497,70,40,4,40,False,Riolu,35,40,60,Fighting,,766,766
89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,61,61
198,80,95,2,75,False,Bellossom,90,100,50,Grass,,136,136
758,92,88,6,86,False,Malamar,68,75,73,Dark,Psychic,500,758
743,82,62,6,67,False,Pancham,46,48,43,Fighting,,34,34
579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,303,303
447,25,41,4,37,False,Kricketot,25,41,25,Bug,,408,408
719,61,65,6,56,False,Chespin,48,45,38,Grass,,667,719
383,60,79,3,95,False,Milotic,100,125,81,Water,,567,383
286,90,70,3,70,False,Mightyena,60,60,70,Dark,,742,286
474,80,44,4,150,False,Drifblim,90,54,80,Ghost,Flying,795,474
769,59,50,6,77,False,Amaura,67,63,46,Rock,Ice,201,769
762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,445,762
703,115,70,5,79,True,"Tornadus Incarnate Forme",125,80,111,Flying,,25,703
259,63,37,2,45,False,Elekid,65,55,95,Electric,,390,259
331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,350,350
581,115,80,5,80,False,Unfezant,65,55,93,Normal,Flying,287,581
581,115,80,5,80,False,Unfezant,65,55,93,Normal,Flying,115,581
514,70,115,4,70,False,Magnezone,130,90,60,Electric,Steel,256,514
594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,474,474
325,45,45,3,50,False,Skitty,35,35,50,Normal,,674,674
194,40,40,2,55,False,Mareep,65,45,35,Electric,,252,252
751,150,50,6,60,False,"Aegislash Blade Forme",150,50,60,Steel,Ghost,738,738
208,75,55,2,75,False,Sunflora,105,85,30,Grass,,100,208
621,75,70,5,50,False,Scraggy,35,70,48,Dark,Fighting,194,621
531,80,70,4,70,False,Froslass,80,70,110,Ice,Ghost,517,517
781,66,70,6,49,False,"Pumpkaboo Average Size",44,55,51,Ghost,Grass,704,704
490,65,45,4,76,False,Chatot,92,42,91,Normal,Flying,393,490
179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,428,428
426,150,90,3,105,True,Rayquaza,150,90,95,Dragon,Flying,788,426
284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,662,284
606,100,89,5,60,False,Scolipede,55,69,112,Bug,Poison,469,606
126,40,70,1,30,False,Horsea,70,25,60,Water,,170,170
182,60,40,2,40,False,Spinarak,40,40,30,Bug,Poison,241,241
149,60,70,1,65,False,Porygon,85,75,40,Normal,,631,631
644,50,50,5,36,False,Vanillite,65,60,44,Ice,,71,71
509,20,50,4,45,False,Mantyke,60,120,50,Water,Flying,332,509
64,70,45,1,55,False,Growlithe,70,50,60,Fire,,733,64
796,100,150,6,50,True,Diancie,100,150,50,Rock,Fairy,174,174
317,90,45,3,1,False,Shedinja,30,30,40,Bug,Ghost,443,443
357,25,35,3,60,False,Spoink,70,80,60,Psychic,,1,357
179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,701,701
724,69,72,6,75,False,Delphox,114,100,104,Fire,Psychic,473,724
558,63,45,5,65,False,Tepig,45,45,45,Fire,,486,558
693,97,66,5,85,False,Heatmor,105,66,65,Fire,,598,598
282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,462,462
511,92,75,4,90,False,Abomasnow,92,85,60,Grass,Ice,702,702
226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,658,658
55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,37,55
752,50,150,6,60,False,"Aegislash Shield Forme",50,150,60,Steel,Ghost,432,432
125,125,100,1,105,False,"Mega Kangaskhan",60,100,100,Normal,,651,125
163,110,90,1,106,True,Mewtwo,154,90,130,Psychic,,438,163
37,92,87,1,90,False,Nidoqueen,75,85,76,Poison,Ground,184,184
399,40,50,3,70,False,Spheal,55,50,25,Ice,Water,679,679
259,63,37,2,45,False,Elekid,65,55,95,Electric,,583,583
382,15,20,3,20,False,Feebas,10,55,80,Water,,422,422
324,45,135,3,30,False,Nosepass,45,90,30,Rock,,73,73
79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,679,679
84,85,55,1,50,False,Ponyta,65,65,90,Fire,,37,84
299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,182,299
193,75,70,2,65,False,Xatu,95,70,95,Psychic,Flying,351,193
468,35,45,4,45,False,Cherubi,62,53,35,Grass,,97,97
73,80,50,1,70,False,Machop,35,35,35,Fighting,,82,82
223,75,105,2,65,False,Gligar,35,65,85,Ground,Flying,469,469
342,40,50,3,60,False,Minun,75,85,95,Electric,,143,342
787,95,122,6,75,False,"Gourgeist Large Size",58,75,69,Ghost,Grass,48,48
65,110,80,1,90,False,Arcanine,100,80,95,Fire,,263,263
224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,116,116
774,50,150,6,50,False,Carbink,50,150,50,Rock,Fairy,676,676
122,5,5,1,250,False,Chansey,35,105,50,Normal,,675,122
93,110,70,1,60,False,Dodrio,60,60,100,Normal,Flying,363,93
585,105,105,5,70,False,Boldore,50,40,20,Rock,,181,585
379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,462,462
369,100,60,3,73,False,Seviper,100,60,65,Poison,,537,537
194,40,40,2,55,False,Mareep,65,45,35,Electric,,742,742
231,10,230,2,20,False,Shuckle,10,230,5,Bug,Rock,488,488
233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,738,233
156,110,65,1,160,False,Snorlax,65,110,30,Normal,,531,531
743,82,62,6,67,False,Pancham,46,48,43,Fighting,,62,62
187,40,15,2,20,False,Pichu,35,35,60,Electric,,760,760
559,93,55,5,90,False,Pignite,70,55,55,Fire,Fighting,273,559
206,70,55,2,55,False,Aipom,40,55,85,Normal,,518,518
682,125,60,5,65,False,Mienshao,95,60,105,Fighting,,140,682
60,52,48,1,50,False,Psyduck,65,50,55,Water,,315,60
670,40,60,5,60,False,Lampent,95,60,55,Ghost,Fire,365,365
127,65,95,1,55,False,Seadra,95,45,85,Water,,273,127
752,50,150,6,60,False,"Aegislash Shield Forme",50,150,60,Steel,Ghost,411,752
192,50,45,2,40,False,Natu,70,45,70,Psychic,Flying,749,192
566,60,45,5,45,False,Lillipup,25,45,55,Normal,,407,566
704,100,80,5,79,True,"Tornadus Therian Forme",110,90,121,Flying,,363,704
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,456,200
421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,133,421
195,55,55,2,70,False,Flaaffy,80,60,45,Electric,,726,726
281,70,50,3,50,False,Mudkip,50,50,40,Water,,119,119
268,134,110,2,100,False,Tyranitar,95,100,61,Rock,Dark,232,232
330,105,125,3,50,False,"Mega Mawile",55,95,50,Steel,Fairy,359,359
85,100,70,1,65,False,Rapidash,80,80,105,Fire,,307,85
519,95,67,4,75,False,Magmortar,125,95,83,Fire,,591,519
538,75,130,4,75,True,Uxie,75,130,95,Psychic,,130,538
260,75,37,2,45,False,Magby,70,55,83,Fire,,771,260
430,180,20,3,50,True,"DeoxysAttack Forme",180,20,150,Psychic,,780,430
515,85,95,4,110,False,Lickilicky,80,95,50,Normal,,578,515
60,52,48,1,50,False,Psyduck,65,50,55,Water,,11,11
395,23,48,3,95,False,Wynaut,23,48,23,Psychic,,611,611
334,140,230,3,70,False,"Mega Aggron",60,80,50,Steel,,146,146
474,80,44,4,150,False,Drifblim,90,54,80,Ghost,Flying,496,496
705,115,70,5,79,True,"Thundurus Incarnate Forme",125,80,111,Electric,Flying,171,705
327,75,75,3,50,False,Sableye,65,65,50,Dark,Ghost,323,327
595,140,95,5,105,False,Conkeldurr,55,65,45,Fighting,,752,752
36,62,67,1,70,False,Nidorina,55,55,56,Poison,,307,307
97,105,75,1,105,False,Muk,65,100,50,Poison,,598,598
740,65,68,6,78,False,Florges,112,154,75,Fairy,,15,740
264,115,85,2,115,True,Entei,90,75,100,Fire,,707,264
750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,446,446
571,53,48,5,50,False,Pansage,53,48,64,Grass,,251,571
94,45,55,1,65,False,Seel,45,70,45,Water,,342,342
229,130,100,2,70,False,Scizor,55,80,65,Bug,Steel,120,229
741,65,48,6,66,False,Skiddo,62,57,52,Grass,,612,612
191,40,85,2,55,False,Togetic,80,105,40,Fairy,Flying,632,632
340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,344,340
377,70,105,3,60,False,Claydol,70,120,75,Ground,Psychic,417,377
95,70,80,1,90,False,Dewgong,70,95,70,Water,Ice,640,95
58,45,35,1,40,False,Meowth,40,40,90,Normal,,363,58
410,145,130,3,95,False,"Mega Salamence",120,90,120,Dragon,Flying,579,410
179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,152,179
544,160,110,4,110,True,Regigigas,80,110,100,Normal,,313,544
746,48,54,6,62,False,Espurr,63,60,68,Psychic,,152,746
680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,339,680
369,100,60,3,73,False,Seviper,100,60,65,Poison,,351,369
689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,21,689
238,50,120,2,50,False,Magcargo,80,80,30,Fire,Rock,411,411
